"scientific_name","full_name","species_group","mobility","flag","comment","quantity","use_method_cov","run_initiated","run_completed","run_time","models","num_presence","num_absence","run_name","observation_methods","method_predict_to","mean_TSS_ensemble","mean_TSS_all_submodels","metric_select_and_weight","metric_binary","short_name","output_repo","kept_algos","n_kept_algos"
"Ampelisca.brevicornis","Ampelisca brevicornis","invertebrates","non-mobile","green","",1817,FALSE,1,1,1.14847122304969,"RF, XGBOOST, GAM",1817,23987,"run3_invertebrates",NA,NA,0.799840465028935,0.7182,"TSS","TSS","Ampelisca.brevicornis","invertebrates","RF,XGBOOST,GAM",3
"Ampelisca.diadema","Ampelisca diadema","invertebrates","non-mobile","green","",256,FALSE,1,1,0.858468747536341,"RF, XGBOOST, GAM",256,16101,"run3_invertebrates",NA,NA,0.898062355376933,0.684066666666667,"TSS","TSS","Ampelisca.diadema","invertebrates","RF,XGBOOST,GAM",3
"Ampelisca.macrocephala","Ampelisca macrocephala","invertebrates","non-mobile","yellow","Low number of positive cases (presences) in model training data.",38,FALSE,1,1,0.71277741134166706,"RF, XGBOOST, GAM",38,13801,"run3_invertebrates",NA,NA,0.921521739130435,0.467866666666667,"TSS","TSS","Ampelisca.macrocephala","invertebrates","RF,GAM",2
"Ampelisca.tenuicornis","Ampelisca tenuicornis","invertebrates","non-mobile","red","",470,FALSE,1,1,0.970841773880853,"RF, XGBOOST, GAM",470,22336,"run3_invertebrates",NA,NA,0.896857332018728,0.754466666666667,"TSS","TSS","Ampelisca.tenuicornis","invertebrates","RF,XGBOOST,GAM",3
"Ampharete.acutifrons","Ampharete acutifrons","invertebrates","non-mobile","yellow","Low number of positive cases (presences) in model training data.",90,FALSE,1,1,0.873553947740131,"RF, XGBOOST, GAM",90,16762,"run3_invertebrates",NA,NA,0.759486873508353,0.401866666666667,"TSS","TSS","Ampharete.acutifrons","invertebrates","RF,XGBOOST,GAM",3
"Ampharete.baltica","Ampharete baltica","invertebrates","non-mobile","green","",2009,FALSE,1,1,1.28515031026469,"RF, XGBOOST, GAM",2009,25350,"run3_invertebrates",NA,NA,0.692693926815626,0.5704,"TSS","TSS","Ampharete.baltica","invertebrates","RF,XGBOOST,GAM",3
"Ampharete.finmarchica","Ampharete finmarchica","invertebrates","non-mobile","red","",423,FALSE,1,1,1.08745853530036,"RF, XGBOOST, GAM",423,23629,"run3_invertebrates",NA,NA,0.83404147270419,0.6538,"TSS","TSS","Ampharete.finmarchica","invertebrates","RF,XGBOOST,GAM",3
"Ampharete.lindstroemi","Ampharete lindstroemi","invertebrates","non-mobile","red","",248,FALSE,1,1,0.892401644719972,"RF, XGBOOST, GAM",248,13890,"run3_invertebrates",NA,NA,0.889943844492441,0.668466666666667,"TSS","TSS","Ampharete.lindstroemi","invertebrates","RF,XGBOOST,GAM",3
"Amphibalanus.improvisus","Amphibalanus improvisus","invertebrates","non-mobile","green","",397,FALSE,1,1,0.879339108930694,"RF, XGBOOST, GAM",397,6282,"run3_invertebrates",NA,NA,0.797633637023301,0.669666666666667,"TSS","TSS","Amphibalanus.improvisus","invertebrates","RF,XGBOOST,GAM",3
"Amphiura.chiajei","Amphiura chiajei","invertebrates","non-mobile","red","",604,FALSE,1,1,1.01964297162162,"RF, XGBOOST, GAM",604,24044,"run3_invertebrates",NA,NA,0.962197944968886,0.900933333333333,"TSS","TSS","Amphiura.chiajei","invertebrates","RF,XGBOOST,GAM",3
"Amphiura.filiformis","Amphiura filiformis","invertebrates","non-mobile","green","",2898,FALSE,1,1,1.17549998972151,"RF, XGBOOST, GAM",2898,23728,"run3_invertebrates",NA,NA,0.876742084078062,0.8308,"TSS","TSS","Amphiura.filiformis","invertebrates","RF,XGBOOST,GAM",3
"Ampithoe.rubricata","Ampithoe rubricata","invertebrates","non-mobile","yellow","Low number of positive cases (presences) in model training data.",77,FALSE,1,1,0.876999450259738,"RF, XGBOOST, GAM",77,15374,"run3_invertebrates",NA,NA,0.819252032520325,0.435333333333333,"TSS","TSS","Ampithoe.rubricata","invertebrates","RF,GAM",2
"Anobothrus.gracilis","Anobothrus gracilis","invertebrates","non-mobile","green","",499,FALSE,1,1,0.974291961656676,"RF, XGBOOST, GAM",499,25085,"run3_invertebrates",NA,NA,0.928847119792705,0.845666666666667,"TSS","TSS","Anobothrus.gracilis","invertebrates","RF,XGBOOST,GAM",3
"Anoplodactylus.petiolatus","Anoplodactylus petiolatus","invertebrates","non-mobile","red","Low number of positive cases (presences) in model training data.",54,FALSE,1,1,0.798560281660822,"RF, XGBOOST, GAM",54,15700,"run3_invertebrates",NA,NA,0.894458598726115,0.540466666666667,"TSS","TSS","Anoplodactylus.petiolatus","invertebrates","RF,GAM,XGBOOST",3
"Apherusa.bispinosa","Apherusa bispinosa","invertebrates","non-mobile","yellow","Low number of positive cases (presences) in model training data.",44,FALSE,1,1,0.751515518890487,"RF, XGBOOST, GAM",44,10513,"run3_invertebrates",NA,NA,0.875542875257568,0.427933333333333,"TSS","TSS","Apherusa.bispinosa","invertebrates","RF,GAM,XGBOOST",3
"Aphrodita.aculeata","Aphrodita aculeata","invertebrates","non-mobile","red","Low number of positive cases (presences) in model training data.",88,FALSE,1,1,0.893626344998678,"RF, XGBOOST, GAM",88,19546,"run3_invertebrates",NA,NA,0.762744094823911,0.5016,"TSS","TSS","Aphrodita.aculeata","invertebrates","RF,GAM",2
"Apistobranchus.tullbergi","Apistobranchus tullbergi","invertebrates","non-mobile","green","",157,FALSE,1,1,0.909347248342302,"RF, XGBOOST, GAM",157,20118,"run3_invertebrates",NA,NA,0.843920348874495,0.655466666666667,"TSS","TSS","Apistobranchus.tullbergi","invertebrates","RF,XGBOOST,GAM",3
"Aporrhais.pespelecani","Aporrhais pespelecani","invertebrates","non-mobile","green","",282,FALSE,1,1,0.810317318638166,"RF, XGBOOST, GAM",282,22343,"run3_invertebrates",NA,NA,0.807202793849695,0.4712,"TSS","TSS","Aporrhais.pespelecani","invertebrates","RF,XGBOOST,GAM",3
"Arctica.islandica","Arctica islandica","invertebrates","non-mobile","green","",3457,FALSE,1,1,1.3206247811185,"RF, XGBOOST, GAM",3457,24568,"run3_invertebrates",NA,NA,0.698212378820194,0.604933333333333,"TSS","TSS","Arctica.islandica","invertebrates","RF,XGBOOST,GAM",3
"Arenicola.marina","Arenicola marina","invertebrates","non-mobile","green","",1194,FALSE,1,1,1.25151511669159,"RF, XGBOOST, GAM",1194,24198,"run3_invertebrates",NA,NA,0.783797503371486,0.6382,"TSS","TSS","Arenicola.marina","invertebrates","RF,XGBOOST,GAM",3
"Aricidea.cerrutii","Aricidea cerrutii","invertebrates","non-mobile","yellow","Low number of positive cases (presences) in model training data.",83,FALSE,1,1,0.849358071088791,"RF, XGBOOST, GAM",83,10403,"run3_invertebrates",NA,NA,0.923532238460017,0.533333333333333,"TSS","TSS","Aricidea.cerrutii","invertebrates","RF,XGBOOST,GAM",3
"Aricidea.minuta","Aricidea minuta","invertebrates","non-mobile","green","",197,FALSE,1,1,0.851215559177928,"RF, XGBOOST, GAM",197,12937,"run3_invertebrates",NA,NA,0.91416054632135,0.609333333333333,"TSS","TSS","Aricidea.minuta","invertebrates","RF,XGBOOST,GAM",3
"Aricidea.suecica","Aricidea suecica","invertebrates","non-mobile","green","",1128,FALSE,1,1,1.18629377583663,"RF, XGBOOST, GAM",1128,23615,"run3_invertebrates",NA,NA,0.809175021875627,0.6436,"TSS","TSS","Aricidea.suecica","invertebrates","RF,XGBOOST,GAM",3
"Artacama.proboscidea","Artacama proboscidea","invertebrates","non-mobile","yellow","Low number of positive cases (presences) in model training data.",146,FALSE,1,1,0.855421099993918,"RF, XGBOOST, GAM",146,17096,"run3_invertebrates",NA,NA,0.911121420863128,0.6442,"TSS","TSS","Artacama.proboscidea","invertebrates","RF,XGBOOST,GAM",3
"Ascidiella.aspersa","Ascidiella aspersa","invertebrates","non-mobile","yellow","Low number of positive cases (presences) in model training data.",30,FALSE,1,1,0.839679612517357,"RF, XGBOOST, GAM",30,15936,"run3_invertebrates",NA,NA,0.855098839033574,0.412,"TSS","TSS","Ascidiella.aspersa","invertebrates","RF,GAM",2
"Astarte.borealis","Astarte borealis","invertebrates","non-mobile","green","",354,FALSE,1,1,0.79806524336338,"RF, XGBOOST, GAM",354,10092,"run3_invertebrates",NA,NA,0.957799522606402,0.8516,"TSS","TSS","Astarte.borealis","invertebrates","RF,XGBOOST,GAM",3
"Astarte.elliptica","Astarte elliptica","invertebrates","non-mobile","green","",262,FALSE,1,1,0.764164750509792,"RF, XGBOOST, GAM",262,5908,"run3_invertebrates",NA,NA,0.939574385005857,0.7822,"TSS","TSS","Astarte.elliptica","invertebrates","RF,XGBOOST,GAM",3
"Astarte.montagui","Astarte montagui","invertebrates","non-mobile","yellow","Low number of positive cases (presences) in model training data.",111,FALSE,1,1,0.821824533608225,"RF, XGBOOST, GAM",111,12093,"run3_invertebrates",NA,NA,0.951230786575971,0.715066666666667,"TSS","TSS","Astarte.montagui","invertebrates","RF,XGBOOST,GAM",3
"Astarte.sulcata","Astarte sulcata","invertebrates","non-mobile","red","Low number of positive cases (presences) in model training data.",90,FALSE,1,1,0.889648749430974,"RF, XGBOOST, GAM",90,17116,"run3_invertebrates",NA,NA,0.830071087739799,0.543133333333333,"TSS","TSS","Astarte.sulcata","invertebrates","RF,GAM,XGBOOST",3
"Asterias.rubens","Asterias rubens","invertebrates","non-mobile","green","",643,FALSE,1,1,1.20249858028359,"RF, XGBOOST, GAM",643,23044,"run3_invertebrates",NA,NA,0.781553785061583,0.520733333333333,"TSS","TSS","Asterias.rubens","invertebrates","RF,XGBOOST",2
"Balanus.crenatus","Balanus crenatus","invertebrates","non-mobile","red","",332,FALSE,1,1,0.945450960000356,"RF, XGBOOST, GAM",332,22974,"run3_invertebrates",NA,NA,0.794725492135721,0.4708,"TSS","TSS","Balanus.crenatus","invertebrates","XGBOOST,GAM,RF",3
"Baltidrilus.costatus","Baltidrilus costatus","invertebrates","non-mobile","green","",226,FALSE,1,1,0.749340587192111,"RF, XGBOOST, GAM",226,3726,"run3_invertebrates",NA,NA,0.902938105891126,0.714533333333333,"TSS","TSS","Baltidrilus.costatus","invertebrates","RF,XGBOOST,GAM",3
"Bathyporeia.elegans","Bathyporeia elegans","invertebrates","non-mobile","red","",484,FALSE,1,1,1.02341866638925,"RF, XGBOOST, GAM",484,21736,"run3_invertebrates",NA,NA,0.891475813394236,0.751333333333333,"TSS","TSS","Bathyporeia.elegans","invertebrates","RF,XGBOOST,GAM",3
"Bathyporeia.guilliamsonia","Bathyporeia guilliamsonia","invertebrates","non-mobile","green","",296,FALSE,1,1,0.987249582476086,"RF, XGBOOST, GAM",296,22665,"run3_invertebrates",NA,NA,0.873094856177112,0.659133333333333,"TSS","TSS","Bathyporeia.guilliamsonia","invertebrates","RF,XGBOOST,GAM",3
"Bathyporeia.pelagica","Bathyporeia pelagica","invertebrates","non-mobile","yellow","Low number of positive cases (presences) in model training data.",17,FALSE,1,1,0.685070175263617,"RF, XGBOOST, GAM",17,13082,"run3_invertebrates",NA,NA,0.997782874617737,0.4356,"TSS","TSS","Bathyporeia.pelagica","invertebrates","RF,XGBOOST,GAM",3
"Bathyporeia.pilosa","Bathyporeia pilosa","invertebrates","non-mobile","green","",636,FALSE,1,1,1.17133574167887,"RF, XGBOOST, GAM",636,24898,"run3_invertebrates",NA,NA,0.889563608765772,0.7798,"TSS","TSS","Bathyporeia.pilosa","invertebrates","RF,XGBOOST,GAM",3
"Bathyporeia.sarsi","Bathyporeia sarsi","invertebrates","non-mobile","red","Low number of positive cases (presences) in model training data.",95,FALSE,1,1,0.896771492494477,"RF, XGBOOST, GAM",95,16483,"run3_invertebrates",NA,NA,0.887684178599365,0.587533333333333,"TSS","TSS","Bathyporeia.sarsi","invertebrates","RF,XGBOOST,GAM",3
"Bittium.reticulatum","Bittium reticulatum","invertebrates","non-mobile","green","",734,FALSE,1,1,1.11661129468017,"RF, XGBOOST, GAM",734,22986,"run3_invertebrates",NA,NA,0.851742115162358,0.689266666666667,"TSS","TSS","Bittium.reticulatum","invertebrates","RF,XGBOOST,GAM",3
"Brachystomia.scalaris","Brachystomia scalaris","invertebrates","non-mobile","red","Low number of positive cases (presences) in model training data.",106,FALSE,1,1,0.845537089771695,"RF, XGBOOST, GAM",106,9716,"run3_invertebrates",NA,NA,0.895301816042938,0.568866666666667,"TSS","TSS","Brachystomia.scalaris","invertebrates","RF,XGBOOST,GAM",3
"Brada.villosa","Brada villosa","invertebrates","non-mobile","green","",232,FALSE,1,1,0.985467069480154,"RF, XGBOOST, GAM",232,24643,"run3_invertebrates",NA,NA,0.912612135806716,0.7226,"TSS","TSS","Brada.villosa","invertebrates","RF,XGBOOST,GAM",3
"Branchiostoma.lanceolatum","Branchiostoma lanceolatum","invertebrates","non-mobile","green","",199,FALSE,1,1,0.932820193105274,"RF, XGBOOST, GAM",199,18427,"run3_invertebrates",NA,NA,0.890067842605156,0.632933333333333,"TSS","TSS","Branchiostoma.lanceolatum","invertebrates","RF,XGBOOST,GAM",3
"Brissopsis.lyrifera","Brissopsis lyrifera","invertebrates","non-mobile","green","",182,FALSE,1,1,0.809655212759972,"RF, XGBOOST, GAM",182,15957,"run3_invertebrates",NA,NA,0.955607785786413,0.772466666666667,"TSS","TSS","Brissopsis.lyrifera","invertebrates","RF,XGBOOST,GAM",3
"Buccinum.undatum","Buccinum undatum","invertebrates","non-mobile","red","Low number of positive cases (presences) in model training data.",81,FALSE,1,1,0.871487148867713,"RF, XGBOOST, GAM",81,16275,"run3_invertebrates",NA,NA,0.859788786482335,0.4932,"TSS","TSS","Buccinum.undatum","invertebrates","RF,XGBOOST,GAM",3
"Bylgides.sarsi","Bylgides sarsi","invertebrates","non-mobile","green","",1788,FALSE,1,1,1.18128071533309,"RF, XGBOOST, GAM",1788,13256,"run3_invertebrates",NA,NA,0.80300276695418,0.7052,"TSS","TSS","Bylgides.sarsi","invertebrates","RF,XGBOOST,GAM",3
"Callianassa.subterranea","Callianassa subterranea","invertebrates","non-mobile","red","Low number of positive cases (presences) in model training data.",54,FALSE,1,1,0.749512568049961,"RF, XGBOOST, GAM",54,8967,"run3_invertebrates",NA,NA,0.924261015058561,0.6872,"TSS","TSS","Callianassa.subterranea","invertebrates","RF,XGBOOST,GAM",3
"Callopora.lineata","Callopora lineata","invertebrates","non-mobile","green","",193,FALSE,1,1,0.736602209409078,"RF, XGBOOST, GAM",193,1017,"run3_invertebrates",NA,NA,0.82273588480485,0.6262,"TSS","TSS","Callopora.lineata","invertebrates","RF,XGBOOST,GAM",3
"Cancer.pagurus","Cancer pagurus","invertebrates","mobile","green","",872,TRUE,1,1,1.29030591527621,"RFd, XGBOOST, GAM",769,65113,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Benthic_trawl",0.861273012482411,0.8088,"TSS","TSS","Cancer.pagurus","invertebrates","RFd,XGBOOST,GAM",3
"Capitella.capitata","Capitella capitata","invertebrates","non-mobile","green","",2215,FALSE,1,1,1.36665140191714,"RF, XGBOOST, GAM",2215,26094,"run3_invertebrates",NA,NA,0.648683725076416,0.4832,"TSS","TSS","Capitella.capitata","invertebrates","RF,XGBOOST,GAM",3
"Caprella.linearis","Caprella linearis","invertebrates","non-mobile","red","Low number of positive cases (presences) in model training data.",76,FALSE,1,1,0.772100429137548,"RF, XGBOOST, GAM",76,9104,"run3_invertebrates",NA,NA,0.901482701812191,0.584533333333333,"TSS","TSS","Caprella.linearis","invertebrates","RF,GAM,XGBOOST",3
"Carcinus.maenas","Carcinus maenas","invertebrates","mobile","green","",18107,TRUE,1,1,1.51430901474423,"RFd, XGBOOST, GAM",18106,47776,"run3_fish","Benthic_trawl,Fyke_net,Gillnet,Pelagic_trawl","Fyke_net",0.975554460137251,0.9716,"TSS","TSS","Carcinus.maenas","invertebrates","RFd,XGBOOST,GAM",3
"Cerastoderma.edule","Cerastoderma edule","invertebrates","non-mobile","green","",639,FALSE,1,1,1.0736851644516,"RF, XGBOOST, GAM",639,22798,"run3_invertebrates",NA,NA,0.698525219298246,0.4022,"TSS","TSS","Cerastoderma.edule","invertebrates","RF,XGBOOST",2
"Cerastoderma.glaucum","Cerastoderma glaucum","invertebrates","non-mobile","green","",2366,FALSE,1,1,1.33013262225522,"RF, XGBOOST, GAM",2366,26384,"run3_invertebrates",NA,NA,0.84267712491201,0.786266666666667,"TSS","TSS","Cerastoderma.glaucum","invertebrates","RF,XGBOOST,GAM",3
"Chaetoderma.nitidulum","Chaetoderma nitidulum","invertebrates","non-mobile","green","",318,FALSE,1,1,0.941171323590808,"RF, XGBOOST, GAM",318,25075,"run3_invertebrates",NA,NA,0.910709745762712,0.77,"TSS","TSS","Chaetoderma.nitidulum","invertebrates","RF,XGBOOST,GAM",3
"Chaetozone.setosa","Chaetozone setosa","invertebrates","non-mobile","green","",1455,FALSE,1,1,1.23983621749613,"RF, XGBOOST, GAM",1455,25567,"run3_invertebrates",NA,NA,0.775459898392548,0.676533333333333,"TSS","TSS","Chaetozone.setosa","invertebrates","RF,XGBOOST,GAM",3
"Chalinula.limbata","Chalinula limbata","invertebrates","non-mobile","yellow","Low number of positive cases (presences) in model training data.",108,FALSE,1,1,0.697487184140417,"RF, XGBOOST, GAM",108,893,"run3_invertebrates",NA,NA,0.805688166582021,0.521933333333333,"TSS","TSS","Chalinula.limbata","invertebrates","RF,XGBOOST,GAM",3
"Chamelea.gallina","Chamelea gallina","invertebrates","non-mobile","green","",1000,FALSE,1,1,1.0369119455417,"RF, XGBOOST, GAM",1000,21631,"run3_invertebrates",NA,NA,0.80502773925104,0.693866666666667,"TSS","TSS","Chamelea.gallina","invertebrates","RF,XGBOOST,GAM",3
"Cheirocratus.sundevallii","Cheirocratus sundevallii","invertebrates","non-mobile","red","Low number of positive cases (presences) in model training data.",39,FALSE,1,1,0.734686482217577,"RF, XGBOOST, GAM",39,7005,"run3_invertebrates",NA,NA,0.939025695931478,0.532266666666667,"TSS","TSS","Cheirocratus.sundevallii","invertebrates","RF,XGBOOST,GAM",3
"Chironomus.plumosus","Chironomus plumosus","invertebrates","non-mobile","red","Low number of positive cases (presences) in model training data.",89,FALSE,1,1,0.669643811119927,"RF, XGBOOST, GAM",89,1955,"run3_invertebrates",NA,NA,0.978005115089514,0.9172,"TSS","TSS","Chironomus.plumosus","invertebrates","RF,XGBOOST,GAM",3
"Chone.fauveli","Chone fauveli","invertebrates","non-mobile","red","Low number of positive cases (presences) in model training data.",122,FALSE,1,1,0.878168561922179,"RF, XGBOOST, GAM",122,15956,"run3_invertebrates",NA,NA,0.918967408335945,0.5966,"TSS","TSS","Chone.fauveli","invertebrates","RF,XGBOOST,GAM",3
"Chone.filicaudata","Chone filicaudata","invertebrates","non-mobile","red","Low number of positive cases (presences) in model training data.",41,FALSE,1,1,0.679395058883561,"RF, XGBOOST, GAM",41,3026,"run3_invertebrates",NA,NA,0.984793388429752,0.7328,"TSS","TSS","Chone.filicaudata","invertebrates","XGBOOST,GAM,RF",3
"Ciona.intestinalis","Ciona intestinalis","invertebrates","non-mobile","red","Low number of positive cases (presences) in model training data.",119,FALSE,1,1,0.929079984426498,"RF, XGBOOST, GAM",119,18358,"run3_invertebrates",NA,NA,0.924400871459695,0.640866666666667,"TSS","TSS","Ciona.intestinalis","invertebrates","RF,XGBOOST,GAM",3
"Clitellio.arenarius","Clitellio arenarius","invertebrates","non-mobile","red","Low number of positive cases (presences) in model training data.",16,FALSE,1,1,0.636451589200232,"RF, XGBOOST, GAM",16,456,"run3_invertebrates",NA,NA,0.953846153846154,0.895133333333333,"TSS","TSS","Clitellio.arenarius","invertebrates","RF,XGBOOST,GAM",3
"Clytia.hemisphaerica","Clytia hemisphaerica","invertebrates","non-mobile","yellow","Low number of positive cases (presences) in model training data.",26,FALSE,1,1,0.680517508056429,"RF, XGBOOST, GAM",26,2067,"run3_invertebrates",NA,NA,0.987893462469734,0.6532,"TSS","TSS","Clytia.hemisphaerica","invertebrates","RF,GAM,XGBOOST",3
"Cochlodesma.praetenue","Cochlodesma praetenue","invertebrates","non-mobile","red","Low number of positive cases (presences) in model training data.",37,FALSE,1,1,0.765929584966766,"RF, XGBOOST, GAM",37,11933,"run3_invertebrates",NA,NA,0.93414327607876,0.587066666666667,"TSS","TSS","Cochlodesma.praetenue","invertebrates","RF,GAM,XGBOOST",3
"Corbula.gibba","Corbula gibba","invertebrates","non-mobile","green","",6607,FALSE,1,1,1.45569285412629,"RF, XGBOOST, GAM",6607,19650,"run3_invertebrates",NA,NA,0.594423878895046,0.450066666666667,"TSS","TSS","Corbula.gibba","invertebrates","RF,XGBOOST",2
"Corophium.multisetosum","Corophium multisetosum","invertebrates","non-mobile","yellow","Low number of positive cases (presences) in model training data.",24,FALSE,1,1,0.69561248421669,"RF, XGBOOST, GAM",24,9048,"run3_invertebrates",NA,NA,0.734254143646409,0.413333333333333,"TSS","TSS","Corophium.multisetosum","invertebrates","GAM,RF",2
"Corophium.volutator","Corophium volutator","invertebrates","non-mobile","green","",1999,FALSE,1,1,1.39556712163819,"RF, XGBOOST, GAM",1999,27493,"run3_invertebrates",NA,NA,0.830256955810147,0.7298,"TSS","TSS","Corophium.volutator","invertebrates","RF,XGBOOST,GAM",3
"Crangon.crangon","Crangon crangon","invertebrates","non-mobile","red","",307,FALSE,1,1,1.11224943723943,"RF, XGBOOST, GAM",307,24863,"run3_invertebrates",NA,NA,0.784461666771056,0.435533333333333,"TSS","TSS","Crangon.crangon","invertebrates","RF,XGBOOST",2
"Crassicorophium.crassicor","Crassicorophium crassicor","invertebrates","non-mobile","green","",153,FALSE,1,1,0.659968185822169,"RF, XGBOOST, GAM",153,2175,"run3_invertebrates",NA,NA,0.91632183908046,0.7316,"TSS","TSS","Crassicorophium.crassicor","invertebrates","RF,XGBOOST,GAM",3
"Crenella.decussata","Crenella decussata","invertebrates","non-mobile","yellow","Low number of positive cases (presences) in model training data.",68,FALSE,1,1,0.824068602191077,"RF, XGBOOST, GAM",68,17393,"run3_invertebrates",NA,NA,0.94932451853981,0.558933333333333,"TSS","TSS","Crenella.decussata","invertebrates","RF,GAM,XGBOOST",3
"Cribrilina.punctata","Cribrilina punctata","invertebrates","non-mobile","red","Low number of positive cases (presences) in model training data.",62,FALSE,1,1,0.668123508360651,"RF, XGBOOST, GAM",62,868,"run3_invertebrates",NA,NA,0.898850574712644,0.597333333333333,"TSS","TSS","Cribrilina.punctata","invertebrates","RF,GAM,XGBOOST",3
"Crisia.eburnea","Crisia eburnea","invertebrates","non-mobile","yellow","Low number of positive cases (presences) in model training data.",34,FALSE,1,1,0.649434396425883,"RF, XGBOOST, GAM",34,737,"run3_invertebrates",NA,NA,0.948299319727891,0.636133333333333,"TSS","TSS","Crisia.eburnea","invertebrates","RF,XGBOOST,GAM",3
"Cyanophthalma.obscura","Cyanophthalma obscura","invertebrates","non-mobile","green","",210,FALSE,1,1,0.881194728877809,"RF, XGBOOST, GAM",210,5398,"run3_invertebrates",NA,NA,0.742169312169312,0.4578,"TSS","TSS","Cyanophthalma.obscura","invertebrates","RF,XGBOOST,GAM",3
"Cyathura.carinata","Cyathura carinata","invertebrates","non-mobile","red","",582,FALSE,1,1,0.989945958852768,"RF, XGBOOST, GAM",582,23853,"run3_invertebrates",NA,NA,0.908786201114492,0.810933333333333,"TSS","TSS","Cyathura.carinata","invertebrates","RF,XGBOOST,GAM",3
"Cylichna.cylindracea","Cylichna cylindracea","invertebrates","non-mobile","green","",573,FALSE,1,1,1.07046812918451,"RF, XGBOOST, GAM",573,21852,"run3_invertebrates",NA,NA,0.867551487414188,0.7856,"TSS","TSS","Cylichna.cylindracea","invertebrates","RF,XGBOOST,GAM",3
"Dendrodoa.grossularia","Dendrodoa grossularia","invertebrates","non-mobile","green","",257,FALSE,1,1,0.771828735536999,"RF, XGBOOST, GAM",257,7483,"run3_invertebrates",NA,NA,0.951620888836497,0.828,"TSS","TSS","Dendrodoa.grossularia","invertebrates","RF,XGBOOST,GAM",3
"Diastylis.laevis","Diastylis laevis","invertebrates","non-mobile","yellow","Low number of positive cases (presences) in model training data.",64,FALSE,1,1,0.813289230863253,"RF, XGBOOST, GAM",64,12634,"run3_invertebrates",NA,NA,0.853952695503942,0.536533333333333,"TSS","TSS","Diastylis.laevis","invertebrates","GAM,RF,XGBOOST",3
